Preprocessing Time (s),Feature Extraction Time (s),Prediction Time (s),Accuracy
0.00450286,0.00118103,0.0107268,1
0.0032986,0.00086169,0.00940505,1
0.00314021,0.00110911,0.0111629,1
0.0114613,0.00322537,0.0244968,1
0.00380401,0.00110057,0.0104846,1
0.0125041,0.00401323,0.0224918,1
0.00553988,0.00127684,0.0135046,1
0.00521563,0.00152611,0.0169807,1
0.0119788,0.0031159,0.0427905,1
0.00948577,0.00244287,0.0316017,1
0.0111192,0.00281688,0.0375402,1
0.0165671,0.00411415,0.041857,1
0.00529786,0.00173443,0.0154026,0.930636
0.00654979,0.00170898,0.0191398,1
0.0068009,0.0017988,0.0197835,1
0.00685733,0.00188579,0.0191709,1
0.00513962,0.00176243,0.0203019,1
0.00489879,0.00194107,0.0144166,0.974747
0.00632439,0.00215434,0.019875,0.892683
0.00614978,0.00234147,0.0264852,0.857143
0.0122478,0.0035167,0.0231472,0.813131
0.00399579,0.00119549,0.0100569,1
0.00368806,0.00101994,0.0114759,1
0.0121759,0.00315009,0.0325231,1
0.00628891,0.00162765,0.0189226,1
0.00489468,0.0015745,0.0171103,1
0.0149894,0.00417928,0.0268686,1
0.0038645,0.000934822,0.0114432,1
0.0172971,0.00416951,0.0238296,1
0.011169,0.00299016,0.0230977,1
0.00679512,0.00172675,0.0227651,1
0.005428,0.00136576,0.0257112,1
0.00762617,0.00202904,0.0247992,1
0.00402414,0.000888227,0.0130895,1
0.0126214,0.00327331,0.0254497,1
0.00772025,0.0017729,0.0175435,1
0.00409132,0.00106853,0.0109532,1
0.0126095,0.00330034,0.0257895,1
0.00592596,0.00262398,0.0243245,1
0.00543904,0.00106866,0.0119804,1
0.00428778,0.00117251,0.0118245,1
0.0143344,0.00369725,0.0473492,1
0.00571154,0.00131091,0.014518,1
