Preprocessing Time (s),Feature Extraction Time (s),Prediction Time (s),Accuracy,Num Normals,CPU Utilization (%),Model Confidence,Precision,Recall,F1 Score
0.00107185,0.00084988,0.031027,1,195,804.785,12.0104,1,1,1
0.00186287,0.0159263,0.0237306,1,197,804.785,12.1448,1,1,1
0.000955468,0.0169187,0.00639344,1,201,804.785,10.5951,1,1,1
0.00112798,0.0029848,0.0133823,0.994924,197,804.785,11.732,1,0.994924,0.997455
0.00165144,0.00555216,0.0338407,1,196,804.785,12.2494,1,1,1
0.0020217,0.0169525,0.00905083,1,193,804.785,11.6069,1,1,1
0.00090928,0.00684653,0.00836322,1,198,804.785,11.9454,1,1,1
0.000940419,0.00957828,0.0123969,1,195,804.785,12.3652,1,1,1
0.00118452,0.0118789,0.00987032,1,195,804.785,11.0308,1,1,1
0.00201567,0.00295745,0.0283102,1,197,804.785,12.14,1,1,1
0.00252097,0.000899347,0.0143947,1,197,804.785,11.3613,1,1,1
0.000698707,0.00074769,0.00995029,1,194,804.785,11.4773,1,1,1
0.00140393,0.0294789,0.0191766,1,192,804.785,12.404,1,1,1
0.000905001,0.0201956,0.0109965,1,196,804.785,12.685,1,1,1
0.000614154,0.000511002,0.010885,1,196,804.785,11.2739,1,1,1
0.000882359,0.00102914,0.0177702,0.994898,196,804.785,11.0144,1,0.994898,0.997442
0.00170477,0.00470634,0.026156,1,197,804.785,10.8959,1,1,1
0.00273922,0.0181868,0.0172958,1,193,804.785,12.1772,1,1,1
0.000651172,0.000606314,0.00813574,1,193,804.785,11.2226,1,1,1
0.00070472,0.000564845,0.00973704,1,190,804.785,11.6744,1,1,1
0.00186203,0.00226313,0.0225528,1,192,804.785,12.1415,1,1,1
0.00214787,0.00464273,0.0310474,1,195,820.459,11.2838,1,1,1
0.000886517,0.00989347,0.00900813,1,197,820.459,11.557,1,1,1
0.00174935,0.00360052,0.0367988,1,191,820.459,11.5742,1,1,1
0.000783488,0.00564968,0.00882849,1,198,820.459,11.0712,1,1,1
0.00103935,0.00469626,0.0164273,0.98913,184,820.459,11.4158,1,0.98913,0.994536
0.00128713,0.00139905,0.01803,1,195,820.459,11.0258,1,1,1
0.0021796,0.0185139,0.0146334,1,192,820.459,12.5682,1,1,1
0.000621928,0.000673931,0.00881946,1,194,820.459,11.0009,1,1,1
0.00179,0.00197754,0.0228446,1,194,820.459,12.3141,1,1,1
0.00205834,0.001961,0.0314817,1,198,820.459,11.3567,1,1,1
0.00175806,0.00334938,0.0239439,1,191,820.459,11.276,1,1,1
0.000603862,0.00264642,0.00829018,1,190,820.459,11.6288,1,1,1
0.000591956,0.000653368,0.00776985,1,196,820.459,10.9708,1,1,1
0.00173733,0.00610733,0.0223529,1,189,820.459,12.056,1,1,1
0.000750546,0.00420031,0.0142216,1,198,820.459,11.3127,1,1,1
0.00182274,0.00931698,0.027194,1,198,820.459,10.3279,1,1,1
0.000911264,0.00306403,0.0122205,1,194,820.459,12.1305,1,1,1
0.00277293,0.0140301,0.0263815,1,192,820.459,11.244,1,1,1
0.00118792,0.00738071,0.0120182,1,197,820.459,11.4646,1,1,1
0.00105574,0.00254401,0.019625,1,194,820.459,11.8331,1,1,1
0.00178891,0.00424665,0.0324026,1,194,820.459,10.8217,1,1,1
0.00132016,0.00418162,0.0112611,0.994792,192,820.459,11.7151,1,0.994792,0.997389
0.00271383,0.00324987,0.031242,1,191,820.459,12.3821,1,1,1
0.00124528,0.000831563,0.0161045,1,198,820.459,12.1449,1,1,1
0.000878876,0.0285616,0.00993574,1,188,820.459,11.6019,1,1,1
0.000740549,0.000714185,0.0124102,1,196,820.459,11.4641,1,1,1
0.0017732,0.00872036,0.0328866,1,193,820.459,10.3445,1,1,1
0.00131727,0.0018144,0.012467,1,193,820.459,10.879,1,1,1
0.000573635,0.003724,0.00804663,1,194,820.459,12.5731,1,1,1
0.00184798,0.00163387,0.0267774,1,197,820.459,11.3594,1,1,1
0.00252055,0.0147524,0.0265904,1,198,820.459,11.2538,1,1,1
0.00279934,0.00441249,0.0231053,1,196,820.459,11.731,1,1,1
0.000558379,0.000631082,0.00650016,1,196,820.459,12.5555,1,1,1
0.0012808,0.00365763,0.0402258,1,189,820.459,11.6833,1,1,1
0.00193225,0.00117913,0.0232421,0.979167,192,820.459,11.1828,1,0.979167,0.989474
0.00211602,0.00339431,0.0296709,1,196,820.459,11.1395,1,1,1
0.000958368,0.0205444,0.00749522,1,190,820.459,11.0014,1,1,1
0.000878318,0.00827761,0.0111755,1,195,820.459,12.9602,1,1,1
0.000571989,0.000449521,0.00696016,1,188,820.459,11.701,1,1,1
0.00180385,0.00268048,0.0234105,1,200,820.459,11.573,1,1,1
0.00117765,0.00138252,0.0198496,1,202,820.459,12.1438,1,1,1
0.00225086,0.0165034,0.0496749,1,193,820.459,11.3608,1,1,1
0.000680514,0.000413284,0.00638258,1,191,820.459,11.6484,1,1,1
0.00176465,0.00732563,0.040561,1,195,820.459,11.7205,1,1,1
0.00115418,0.00111943,0.0129954,1,198,820.459,12.2581,1,1,1
0.00173528,0.00531073,0.0697171,1,200,820.459,12.4951,1,1,1
0.00298436,0.0115693,0.0304721,1,202,820.459,11.5257,1,1,1
0.000665131,0.000720262,0.00901878,1,192,820.459,11.3575,1,1,1
0.000790003,0.00388326,0.0170903,1,199,820.459,11.3855,1,1,1
0.00184834,0.012444,0.0224734,1,190,820.459,10.4254,1,1,1
0.00179817,0.00180984,0.0249847,1,187,770.752,11.1996,1,1,1
0.00199568,0.00380386,0.031077,1,195,770.752,12.0039,1,1,1
0.000699788,0.00291168,0.00982963,1,198,770.752,11.5157,1,1,1
0.00105613,0.00112098,0.0143406,1,194,770.752,12.3385,1,1,1
0.00116693,0.00585536,0.0124524,1,201,770.752,11.8772,1,1,1
0.000710575,0.000441241,0.00752076,1,192,770.752,10.5149,1,1,1
0.001407,0.00099905,0.0336998,0.994975,199,770.752,11.0059,1,0.994975,0.997481
0.00203589,0.0160045,0.0215048,1,202,770.752,12.4223,1,1,1
0.00187921,0.00335754,0.0332033,1,197,770.752,11.3447,1,1,1
0.000728342,0.000528259,0.00972621,1,199,770.752,13.1788,1,1,1
0.000692322,0.00161765,0.0134927,1,196,770.752,12.5608,1,1,1
0.00187366,0.0015123,0.0328857,1,197,770.752,10.8604,1,1,1
0.00985047,0.0180326,0.0152545,1,261,770.752,12.4561,1,1,1
0.00158677,0.0106457,0.00814262,1,201,770.752,10.7805,1,1,1
0.00063461,0.000681573,0.00802953,1,190,770.752,10.795,1,1,1
0.00181199,0.00367116,0.0224731,1,191,770.752,11.6384,1,1,1
0.0017919,0.0016989,0.0325947,1,192,770.752,11.7382,1,1,1
0.000608614,0.000507128,0.00799147,1,194,770.752,12.6371,1,1,1
0.00182435,0.00274941,0.0263904,1,199,770.752,12.1035,1,1,1
0.00209963,0.00348286,0.0245975,1,192,770.752,12.1826,1,1,1
0.000574552,0.000454207,0.00958797,1,195,770.752,11.2211,1,1,1
0.000966701,0.000738814,0.0265419,0.994737,190,770.752,12.4534,1,0.994737,0.997361
0.00125172,0.00082044,0.0145336,1,194,770.752,12.7585,1,1,1
0.00216869,0.0137509,0.0286579,1,192,770.752,11.531,1,1,1
0.000622496,0.00187366,0.00956778,1,196,770.752,10.8008,1,1,1
0.000762188,0.000839156,0.0105658,1,199,770.752,12.0995,1,1,1
